run,type,final_loss,mean_loss,final_accuracy,mean_grad_norm,grad_norm_std,mean_batch_size,batch_start_mean,batch_end_mean,var_start_mean,var_end_mean,snr_start_mean,snr_end_mean
baseline_bs128,baseline,1.2464911937713623,1.5027235158284504,0.53125,1.8029053720831871,0.5944156134905325,128.0,128.0,128.0,,,,
baseline_bs32,baseline,2.090383291244507,1.945960388580958,0.21875,2.199106088380019,0.9769286722968986,32.0,32.0,32.0,,,,
baseline_bs512,baseline,0.748264491558075,1.2541271555423736,0.728515625,1.7697042187054952,0.5993094794998507,512.0,512.0,512.0,,,,
adaptive_c100p0_b16-512,adaptive,0.7579091052923884,1.2781799315688684,0.7232142857142857,1.7831401789188386,0.6841251128414003,431.2,395.52,443.84,9.339877095222473,32.6062032699585,0.1586808957904577,0.13023061558604238
adaptive_c200p0_b16-512,adaptive,0.8499847788895879,1.2888618357395392,0.6875,1.733596966813008,0.7202958653066115,440.32,415.68,448.0,9.390729166269303,33.038629608154295,0.15502510011196133,0.11733996368944641
adaptive_c50p0_b16-512,adaptive,2.16287612915039,2.120807757218147,0.0625,2.3120120363434156,2.0639691247030973,80.69333333333333,288.64,16.0,7.413036314249038,0.0,0.18454031012952324,1063044758.88
